@rowCount	6194
instituto	institute	en
institutor	institutor, founder, teacher	en
instruction	instruction, education, direction, preliminary investigation	en
instruction primari	primary or elementary instruction	en
instructive	instructive	en
instructor	teacher, instructor, drillmaster	en
instructrice	teacher (woman)	en
instruer	to instruct, teach, educate, inform	en
instruer un causa	to examine, investigate a case	en
instrumental	instrumental, performed on musical instruments	en
instrumentar	to instrument	en
instrumentation	instrumentation, orchestration	en
instrumentista	instrumentalist	en
instrumento	(musical) instrument, tool	en
instrumento de ligno	woodwind instrument	en
instrumento de percussion	percussion instrument	en
instrumento de vento	wind instrument	en
instrumentos de guerra	instruments of war, tools of war	en
insubmersibile	insubmersible	en
insubmission	insubordination	en
insubordinate	insubordinate	en
insubordination	insubordination	en
insubstantial	insubstantial, unsubstantial	en
insubstantialitate	insubstantiality, unsubstantiality	en
insuccesso	failure, want of success	en
insufficiente	insufficient, incapable, incompetent	en
insufficientia	insufficiency, incapacity, incompetence	en
insufflar	to blow upon or into, insufflate	en
insufflation	insufflation	en
insufflator	insufflator, device for insufflating	en
insuffribile	insufferable, unbearable	en
insula	island, isle, block (of buildings)	en
insula de Man	Isle of Man	en
insulamento	isolation, insulation	en
insular	insular; to isolate, insulate	en
insulario	islander	en
insularitate	insularity	en
Insulas Aleutic	Aleutian Islands	en
Insulas Caribe	West Indies, Antilles	en
insulas Hawai	Hawaiian Islands	en
Insulas Normanne	Channel Islands, Norman Isles	en
Insulas Philippin	Philippine Islands, Philippines	en
Insulas Salomon	Solomon Islands	en
insulation	insulation	en
insulator	insulator, insulating	en
insulina	insulin	en
insultar	to attack, insult	en
insultator	attacker, aggressor, insulter	en
insulto	attack, insult	en
insumul con	together with	en
insuperabile	insuperable	en
insupportabile	insupportable, unbearable	en
insurgente	insurgent	en
insurger	to rise (in revolt)	en
insurgite	insurgent	en
insurgito	insurgent	en
insurmontabile	insurmountable	en
insurrection	insurrection	en
insurrectional	insurrectional	en
intabulamento	entablature, entablement	en
intabular	to board up	en
intacte	intact	en
intactile	not tactile	en
intangibile	intangible	en
intangibilitate	intangibility	en
intascar	to pocket, put in a pocket	en
integrabile	integrable	en
integrabilitate	integrability	en
integral	complete, whole, integral	en
integrante	integral, constituent	en
integrar	to integrate, complete	en
integration	integration, act of integrating	en
integrator	integrator	en
integre	entire, whole, upright, of unfailing integrity	en
integremente	entirely	en
integritate	integrity, entirety, uprightness	en
intellection	intellection, action or process of understanding	en
intellective	intellective	en
intellecto	intellect	en
intellectual	intellectual	en
intellectualitate	intellectuality	en
intelligente	intelligent	en
intelligentia	intelligence, understanding, knowledge	en
intelligentsia	intelligentsia	en
intelligibile	intelligible	en
intemperante	intemperate	en
intemperantia	intemperance	en
intemperate	intemperate	en
intendente	administrator, superintendent	en
intendentia	administration, superintendence, management	en
intender	to intend, plan, understand, apprehend	en
intender se	to get along together	en
intendimento	understanding, ability to understand	en
intenibile	untenable	en
intenibilitate	untenability, intenability	en
intense	intense	en
intensificar	to intensify, increase the intensity of	en
intensification	intensification	en
intension	intension, intenseness	en
intensitate	intensity	en
intensive	intensive	en
intentar un accusation contra	to direct an accusation against	en
intentar un action contra	to institute an action against	en
intentar un processo contra	to institute proceedings against	en
intente	intent	en
intention	intention	en
intentional	intentional	en
intento	intent, intention	en
inter	between, among	en
inter alia	inter alia, among other things	en
inter quatro oculos	in private, between you and me	en
inter Scylla e Charybdis	between Scylla and Charybdis	en
interacto	entr’acte, intermission	en
intercalar	intercalate	en
intercalari	intercalary	en
intercalation	intercalation	en
intercambiabile	interchangeable	en
intercambiar	to interchange, exchange	en
intercambio	interchange	en
interceder	to intercede	en
interceptar	to intercept	en
interception	interception	en
intercession	intercession	en
intercessor	intercessor	en
intercostal	intercostal	en
intercruciar	to intercross, put crosswise	en
intercruciar se	to intercross, form a cross with one another	en
intercurrente	intercurrent (intervening)	en
intercutanee	intercutaneous, subcutaneous	en
interdecir	to forbid	en
interdicer	to interdict, forbid	en
interdiciton	prohibition	en
interdiction	interdiction, prohibition	en
interdicto	interdict	en
interdigital	situated between the digits, interdigital	en
interdum	sometimes, occasionally, for some time, meanwhile, in the meantime	en
interea	meanwhile, in the meantime	en
interessante	interesting	en
interessar	to interest	en
interessar se	to be interested, take an interest	en
interessar se a	to be interested in	en
interessar se in	to be interested in	en
interessar se pro	to be interested in	en
interessate	interested, self-interested, self-seeking	en
interessato	interested party	en
interesse	interest	en
interesse composite	compound interest	en
interesse mediatic	media interest	en
interesse pro	interest in	en
interesse public	public interest	en
interesse simplice	simple interest	en
interferentia	interference	en
interferer	to interfere	en
interfoliacee	interfoliaceous	en
interfoliar	to interleave (a book)	en
interim	interim; meanwhile, (in the) meantime	en
interime	interim	en
interior	interior, inside, inner	en
interjection	interjection	en
interjective	interjectional	en
interlardamento	larding or interlarding	en
interlardar	to lard, interlard	en
interlinea	(blank) space (between two lines)	en
interlinear	interlinear; to interlineate, interline	en
interlineation	interlineation	en
interlingua	interlanguage, interlingua	en
Interlingua es facile a apprender	Interlingua is easy to learn	en
interlingual	interlingual	en
interlinguaphono	Interlingua speaker	en
interlinguista	interlinguist	en
interlinguistica	interlinguistics	en
interlocution	interlocution, interchange of speech	en
interlocutor	interlocutor	en
interlocutori	interlocutory	en
interloquer	to interject (a remark), award or pronounce an interlocutory decree	en
interludio	interlude	en
interlunio	interlunation, interlunar period	en
intermaxillar	intermaxillary	en
intermediari	intermediary, intermediate	en
intermediario	intermediary	en
intermedie	intermediary, intermediate	en
intermedio	entr’acte, dance, piece of music, performed between the acts of a play	en
intermezzo	intermezzo	en
interminabile	interminable	en
intermission	intermission	en
intermittente	intermittent	en
intermittentia	intermittence, intermittency	en
intermitter	to intermit, interrupt	en
internamento	internment	en
internar	to intern	en
international	international	en
internationalisar	to internationalize	en
internationalisation	internationalization	en
internationalismo	internationalism	en
internationalista	internationalist	en
internationalitate	internationality	en
internato	boarding school	en
interne	internal, inner, inside	en
interno	boarder, boarding student, intern(e)	en
internodio	internode	en
internuncio	internuncio, representative of the Pope	en
interossee	interosseous	en
interpellante	interpellant	en
interpellar	to challenge (someone) to answer, interpellate	en
interpellation	(peremptory) questioning, interpellation	en
interpellator	interpellant	en
interpolar	to interpolate	en
interpolation	interpolation	en
interpolator	interpolator	en
interponer	to interpose	en
interposition	interposition	en
interprendente	enterprising	en
interprender	to undertake	en
interprenditor	undertaker, entrepreneur, contractor	en
interpretabile	interpretable	en
interpretar	to interpret, explain, expound	en
interpretation	interpretation	en
interpretative	interpretive, interpretative	en
interprete	interpreter	en
interprisa	undertaking, enterprise	en
interramento	interment, burial	en
interrar	to inter, bury	en
interregno	interregnum	en
interrogar	to interrogate, examine	en
interrogation	interrogation	en
interrogative	interrogative	en
interrogator	interrogator	en
interrogatori	interrogatory	en
interrogatorio	interrogatory	en
interrumper	to interrupt	en
interrupte	interrupted	en
interruption	interruption, action of interrupting, breaking in upon	en
interruptive	interruptive	en
interruptor	interrupter (one who interrupts )	en
intersection	intersection	en
interstellar	interstellar	en
interstitial	interstitial	en
interstitio	interstice, interval	en
intertanto	meanwhile, in the meantime	en
intertener	to entertain, divert, amuse	en
intertenimento	entertainment, diversion, amusement	en
intertropical	intertropical	en
intervallo	interval	en
intervallo lucide	lucid interval	en
intervenir	to intervene	en
intervention	intervention	en
intervertebral	intervertebral	en
intervider	to catch sight of, catch a glimpse of	en
interview	interview	en
interviewar	to interview	en
interviewer	interviewer	en
intervista	interview, meeting, conference	en
intervocalic	intervocalic	en
intestate	intestate, without having made a valid will	en
intestin	intestine	en
intestinal	intestinal	en
intestino	intestine, bowel	en
intestino cec	blind gut, caecum	en
inthronamento	enthronement	en
inthronar	to enthrone	en
intimar	to intimate, make known formally	en
intimation	intimation, formal notification	en
intime	intimate, inward, deep-seated, close	en
intimidabile	easily intimidated	en
intimidar	to intimidate	en
intimidation	intimidation	en
intimitate	intimacy	en
intitular	to entitle	en
intitulation	entitling	en
intolerabile	intolerable	en
intolerabilitate	intolerability	en
intolerante	intolerant	en
intolerantia	intolerance	en
intonar	to intonate, intone	en
intonation	intonation	en
intonnar	to tun, barrel	en
intorquer	to twist inwards	en
intorsion	intorsion	en
intoxicar	to poison	en
intoxication	toxication, poisoning	en
intra	inside	en
intra breve	soon, shortly, before long	en
intra breve tempore	soon, in the near future	en
intra cinque metros ab le signales	within five meters from the lights	en
intra la quadro de	in the framework of	en
intra un anno	within a year	en
intra un tempore rationabile	in a reasonable period of time	en
intractabile	intractable	en
intractabilitate	intractability	en
intraducibile	untranslatable	en
intramural	intramural	en
intransferibile	not transferable, untransferable	en
intransigente	uncompromising, intransigent	en
intransigentia	intransigence	en
intransmissibile	not transmissible	en
intransmutabile	not transmutable	en
intravenose	intravenous	en
intrepide	intrepid	en
intrepiditate	intrepidity	en
intricar	to entangle, confuse, intricate, intrigue	en
intricar se	to get entangled	en
intricate	intricate	en
intrication	intrication, intricacy, complication	en
intrico	intricacy, complication, intrigue, underhand plotting or scheming	en
intriga	intrigue	en
intriga amorose	intrigue, secret love affair	en
intriga galante	intrigue, secret love affair	en
intrigante	intriguer, intrigant; scheming	en
intrigar	to intrigue	en
intrinsec	intrinsic	en
intro	inwardly, internally, on the inside, in	en
introducer	to introduce, insert, put in, bring in	en
introduction	introduction	en
introductive	introductory, introductive	en
introductor	introducer, introductor	en
introductori	introductory	en
intromission	intromission	en
intromitter	to intromit	en
introspection	introspection	en
introspective	introspective	en
introspicer	to introspect	en
introvabile	not to be found	en
introversion	introversion	en
introverter	to introvert	en
introvertite	introverted	en
introvertito	introvert	en
intruder	to intrude, thrust or force in or upon	en
intruder se	to intrude, thrust oneself in, encroach	en
intruse	intruding	en
intrusion	intrusion, act of intruding upon someone	en
intruso	intruder	en
intuer	to perceive by intuition, intuit	en
intuition	intuition	en
intuitive	intuitive	en
intumescente	intumescent	en
intumescentia	intumescence	en
intumescer	to intumesce	en
intus	inside, on the inside, within, into, the inside	en
intussusception	intussusception	en
inundar	to flood, inundate	en
inundation	inundation, flood	en
inurban	inurbane	en
inusabile	unusable	en
inusual	unusual, out of the ordinary, not customary	en
inutile	useless	en
inutilisabile	unutilizable, unusable	en
inutilisar	to render useless	en
inutilisate	not utilized, unused	en
inutilitate	uselessness	en
invader	to invade	en
invaginar	to invaginate	en
invaginate	invaginated, invaginate	en
invagination	invagination, intussuception	en
invainar	to sheathe (a sword)	en
invalidar	to invalidate	en
invalidation	invalidation	en
invalide	invalid, disabled, invalid, without legal force	en
invaliditate	invalidity	en
invalido	invalid, disabled soldier	en
invariabile	invariable	en
invariabilitate	invariability	en
invasar	to fill into containers, bottle	en
invasion	invasion	en
invasive	invasive	en
invasor	invader	en
invectiva	invective, abuse	en
invective	abusive, reviling	en
inveher	to inveigh	en
inveloppamento	envelopment	en
inveloppar	to envelop, wrap up	en
inveloppe	envelope	en
invendibile	unsalable	en
invenenamento	poisoning	en
invenenar	to poison	en
inventar	to invent	en
inventariar	to inventory	en
inventario	inventory	en
invention	invention	en
invention del cruce	Invention of the Cross	en
inventive	inventive	en
inventor	inventor	en
inverisimile	unlikely, improbable	en
inverosimilante	unlikely, improbable	en
inverosimilantia	lack of verisimilitude, improbability	en
inverse	inverse	en
inversion	inversion	en
inversive	inversive	en
inverso	inverse	en
inversor	reversing switch	en
invertebrate	invertebrate	en
invertebrato	invertebrate	en
inverter	to invert, capsize	en
inverter le currente electric	to reverse the electric current	en
invertina	invertase, invertin	en
investigabile	investigable	en
investigar	to investigate	en
investigation	investigation	en
investigator	investigator	en
investimento	investiture	en
investir	to invest	en
investitura	investiture	en
inveterar	to grow old, grow inveterate	en
inveterate	inveterate	en
inviar	to send	en
inviato	envoy, messenger, representative	en
inviato de deo	(one) sent by god	en
invicte	unvanquished	en
invide	envious	en
invidia	covetousness, envy, feeling of envy	en
invidiabile	enviable	en
invidiar	to envy, covet, be envious of	en
invidio	desire (to so sth)	en
invidiose	envious	en
invincibile	invincible	en
invincibilitate	invincibility	en
invio	sending, dispatch	en
inviolabile	inviolable	en
inviolabilitate	inviolability	en
inviolate	inviolate	en
invirgar	to bend (a sail)	en
invirgatura	bending (a sail), spread (of sails)	en
invisibile	invisible	en
invisibilitate	invisibility	en
invitar	to invite	en
invitation	invitation	en
invitato	(invited) guest	en
invitator	one who invites, inviter	en
invitatori	inviting, invitatory	en
invitatorio	invitatory	en
invocar	to invoke	en
invocar deo	to invoke god, call upon god	en
invocar le adjuta de un persona	to appeal to someone for help	en
invocation	invocation	en
invocator	invoker	en
invocatori	invocatory	en
involuntari	involuntary	en
involute	involute, involved, intricate	en
involution	involution	en
involver	to wrap (up), envelop, involve, entangle, implicate, imply	en
invulnerabile	invulnerable	en
invulnerabilitate	invulnerability	en
io	I	en
io ama jocar a golf	I like to play golf	en
io anque	Me too	en
io arrivara a quatro horas	I will arrive at four o’clock	en
io da le libro a mi amico	I give the book to my friend	en
io debe quitar	I must go	en
io entra in le salon	I go into the drawing room	en
io es a Bilthoven	I am in Bilthoven	en
io es a dieta	I am on a diet	en
io es completemente de accordo con vos	I quite agree with you	en
io es de accordo	I agree	en
io es felice de facer vostre cognoscentia	I am pleased to make you acquaintance	en
io es multo grate a vos	I am much obliged to you	en
io es secur	I am sure	en
io es secur, que vos ha torto	I am sure you are wrong	en
io esseva super le puncto de telephonar te	I was just about to ‘phone you	en
io ha besonio de illo	I am in need of it, I need it	en
io ha calor	I am hot	en
io ha dece-duo annos	I am twelve	en
io ha fame	I am hungry	en
io ha frigido	I am cold	en
io ha le costume de duchar me	I‘m used to having a shower	en
io ha mal hic	I feel bad here	en
io ha mi dubitas	I have my doubts	en
io ha nulle tempore a leger	I have no time to read	en
io ha orgolio	I am proud	en
io ha pressa	I am in a hurry	en
io ha ration	I am right	en
io ha sete	I am thirsty	en
io ha timor	I am afraid	en
io ha torto	I am wrong	en
io ha vergonia	I am ashamed	en
io ha vinti annos	I am twenty years old	en
io insiste	I insist	en
io me absentera de Bilthoven alicun dies	I’ll be away from Bilthoven for a few days	en
io me accorda con iste opinion	I agree with this opinion	en
io me interessa a/in/pro geographia	I am interested in geography	en
io me nomina/appella Ian	My name is Ian	en
io mesme	I myself	en
io no es de accordo con vos	I don’t agree with you	en
io no ha dubita re isto	there is no doubt about that	en
io no ha le minor idea	I haven’t got the foggiest idea	en
io non lo ha visitate desde mi infantia	I have not visited it since my childhood	en
io non pote aperir le valvula	I can’t turn the tap on	en
io pagara la factura	I’ll pay the bill	en
io parlava in re mi vicino	I was talking about my neighbor	en
io pensava a vos	I was thinking of you	en
io prefere bira clar a bira obscur	I prefer bitter to mild beer	en
io prende alco in consideration	I take something into consideration	en
io prende caffe, the	I take coffee, tea	en
io prende gusto in alco	I develop a taste for something	en
io prende halito	I take a breath	en
io prende interesse in/a/pro alco	I take interest in something	en
io prende le initiative	I take the initiative	en
io prende le invitation	I take an invitation	en
io prende mesuras	I take steps	en
io prende nota del facto, que	I take note of the fact that	en
io prende parte in alco	I take part in something	en
io prende parte in le cursos	I am taking part in the races	en
io prende un banio	I’m having a bath	en
io prende un banio, ducha	I take a bath, shower	en
io prende un decision	I take a decision	en
io prende un examplo	I take an example	en
io prende un respasto	I take a meal	en
io prende un traino, taxi	I take a train, taxi	en
io prendeva alicun photographias	I took some photographs	en
io regretta multo	I’m awfully sorry	en
io respecta vostre puncto de vista	I respect your point of view	en
io travalia hic desde vinti annos	I’ve been working here for twenty years	en
io va a Bilthoven	I go to Bilthoven	en
io va a pede	I go on foot	en
io va comenciar	I shall begin, I am going to begin	en
io va directe al facto	I’ll get right to the point	en
io vadeva al longe del strata	I was going along the street	en
io vole comenciar	I wish to begin, I shall begin	en
io vole ir a casa	I want to go home	en
io volerea	I would like	en
iodar	to iodate	en
iodato	iodate	en
iodic	iodic	en
iodismo	iodism	en
iodo	iodine	en
iodoformo	iodoform	en
iodometria	iodometry	en
iodose	iodous	en
ion	ion	en
ionic	ionic	en
ionisar	to ionize	en
ionisation	ionization	en
iota	iota	en
Iphigenia	Iphigenia	en
ipse	-self, myself, yourself, himself, herself, itself, ourselves, themselves	en
ir	to go	en
ir a cavallo	to ride (horseback)	en
ir a lecto	to go to bed	en
ir a ruina	to go to ruin	en
ir a un persona	to suit, be becoming to someone	en
ir al est	to go east	en
ir al fin del cauda	to go to the end of the line	en
ir al guerra	to set off for war	en
ir al incontro de	to meet, go to meet	en
ir al lecto	to go to bed	en
ir al nord	to go north	en
ir al sud	to go south	en
ir al west	to go or travel west	en
ir ben	to go well, be well, in good health	en
ir de un extremo al altere	to go from one extreme to the other	en
ir directe	to go straight	en
ir e venir	to walk up and down	en
ir se cubar	to go to bed	en
ir se pejo	to be worse	en
ira	anger, wrath, ire	en
irascer	to become angry, get angry	en
irascibile	irascible	en
irascibilitate	irascibility	en
irate	angry, wrathful, irate	en
iridaceas	Iridaceae	en
iridacee	iridaceous	en
Iride	Iris	en
iride	iris	en
iridescente	iridescent	en
iridescentia	iridescence	en
iridescer	to iridesce	en
iridium	iridium	en
Iris	Iris	en
iris	iris	en
irisar	to make iridescent, iridize	en
irisation	iridescence, irization	en
iritis	iritis	en
Irlanda	Ireland	en
irlandese	Irish (language), Irishman, Irishwoman	en
ironia	irony	en
ironic	ironical, ironic	en
ironisar	to speak ironically	en
ironista	ironist, ironical person	en
irradiante	irradiant	en
irradiar	to radiate, irradiate	en
irradiation	irradiation	en
irradiator	irradiator	en
irrationabile	unreasonable	en
irrational	irrational	en
irrationalitate	irrationality	en
irreal	unreal	en
irrealisabile	unrealizable	en
irrealitate	unreality	en
irreclamabile	nonclaimable	en
irreconciliabile	irreconcilable	en
irreconciliabilitate	irreconcilability	en
irrecuperabile	irrecoverable	en
irrecusabile	not challengeable, not exceptionable, irrecusable	en
irredenta	irredenta	en
irredentismo	Irredentism, irredentism	en
irredentista	Irredentist, irredentist	en
irredimibile	irredeemable, not redeemable	en
irreducibile	irreducible	en
irreducibilitate	irreducibility	en
irreflexion	want of reflection, thoughtlessness	en
irreformabile	irreformable	en
irrefrangibile	irrefrangible	en
irrefrangibilitate	irrefrangibility	en
irrefutabile	irrefutable	en
irrefutabilitate	irrefutability	en
irrefutate	unrefuted	en
irregular	irregular	en
irregularitate	irregularity	en
irreligion	irreligion	en
irreligiose	irreligious	en
irreligiositate	irreligiousness	en
irremediabile	irremediable	en
irremissibile	irremissible	en
irremissibilitate	irremissibility	en
irremunerabile	irremunerable	en
irreparabile	irreparable	en
irreparabilitate	irreparability	en
irreprehensibile	irreprehensible, irreproachable	en
irrepressibile	irrepressible	en
irreprochabile	irreproachable	en
irresistibile	irresistible	en
irresistibilitate	irresistibility	en
irresolubile	irresoluble, irresolvable	en
irresolute	irresolute	en
irresolution	irresolution, irresoluteness	en
irrespirabile	irrespirable, not fit for respiration	en
irresponsabile	irresponsible	en
irresponsabilitate	irresponsibility	en
irreverente	irreverent	en
irreverentia	irreverence	en
irrevocabile	irrevocable	en
irrevocabilitate	irrevocability	en
irrider	to deride	en
irrigabile	irrigable	en
irrigar	to irrigate	en
irrigation	irrigation	en
irrigator	irrigator, syringe, clyster	en
irrigatori	irrigative, irrigatory	en
irrision	derision	en
irrisor	derider	en
irrisori	derisive, derisory	en
irritabile	irritable	en
irritabilitate	irritability	en
irritante	irritant	en
irritar	to irritate, annoy	en
irritation	irritation, annoyance	en
irrite	void, nullified	en
irrorar	to sprinkle, spray	en
irroration	sprinkling, spraying	en
irrumper	to break or burst into, irrupt	en
irruption	irruption	en
is	this, that	en
Isaac	Isaac	en
Isaia	Isaiah	en
islam	Islam	en
islamic	Islamic	en
islamisar	to Islamize	en
islamismo	Islamism	en
islamita	Islamist, Muslim	en
islamitic	Islamist, Islamic	en
Islanda	Iceland	en
islandese	Icelander, Icelandic (language)	en
islandic	Icelandic	en
isobare	isobaric	en
isobaric	isobaric	en
isobaro	isobar	en
isochrone	isochronal	en
isochronismo	isochronism	en
isocline	isoclinal	en
isoclino	isocline	en
isodiametric	isodiametric	en
isodynamic	isodynamic	en
isogame	isogamous	en
isogamia	isogamy	en
isogone	isogonal	en
isolamento	isolation, insulation	en
isolar	to isolate, insulate, insulate	en
isolate	isolated, lonely, solitary	en
isolation	isolation, insulation	en
isolation dielectric	dialectric insulation	en
isolation thermic	thermal insulation	en
isolationismo	isolationism	en
isolationista	isolationist	en
isolator	isolator, insulator	en
isomere	isomeric, isomerous	en
isomerismo	isomerism	en
isometric	isometric	en
isomorphe	isomorphic	en
isomorphismo	isomorphism	en
isoscele	isosceles	en
isotherma	isotherm	en
isotherme	isothermal	en
isotope	isotopic	en
isotopo	isotope	en
Israel	Israel	en
israelita	Israelite, Israeli	en
isse	this, that, these, those	en
iste	this, these, (the) latter	en
iste dies	these days	en
iste fabrica produce 24 000 bottilias cata die	this factory produces 24,000 bottles per day	en
iste nocte	tonight	en
iste significa nihil	that does not mean anything	en
iste tabaco de pipa non me place	I don’t like this pipe tobacco	en
iste vespera	this evening, tonight	en
istes	these	en
isthmic	isthmian	en
isthmo	isthmus	en
Isthmo de Panama	Isthmus of Panama	en
isto	this	en
isto es multo de moda	This is very much in fashion	en
isto face nihil	it makes no difference	en
isto me duce a creder, que ...	This leads me to think that ...	en
isto non es del toto correcte	This is not at all right	en
ita	thus, so, just so, yes, and so, consequently, accordingly, under the circumstances	en
Italia	Italy	en
italian	Italian	en
italianisar	to Italianize	en
italianismo	Italianism	en
italiano	Italian (language of Italy, inhabitant of Italy)	en
italic	Italic, italic	en
italico	italic	en
itaque	and so, therefore	en
item	item, likewise, in the same manner, moreover, furthermore	en
iterabile	repeatable	en
iterar	to iterate, repeat, do again, say again	en
iteration	iteration, repetition	en
iterative	iterative, repetitive, frequentative	en
iterator	repeater, one who repeats	en
itero	again, anew	en
itero e itero	again and again, repeatedly	en
itinerante	itinerant	en
itinerantia	itinerancy	en
itinerar	to travel from place to place	en
itinerari	itinerary	en
itinerario	itinerary, course of travel, guidebook	en
itinere	road, route, line of travel	en
ja	already, at once, right away, just now, a moment ago	en
jacchetta	jacket	en
jacer	to lie, be lying in a certain place	en
jachetta	jacket, coat	en
jachetta de fortia	strait jacket	en
jacimento	layer, deposit, stratum	en
jaco	coat, jacket	en
jacobin	Jacobin	en
jacobinismo	Jacobinism	en
jacobino	Jacobin	en
jacobita	Jacobite	en
jacobitismo	Jacobitism	en
Jacobo	James	en
jacular	to throw, cast, hurl	en
jaculation	jaculation	en
jaculatori	ejaculatory	en
jada	jade	en
jalne	yellow	en
jalnessa	yellowness, jaundice	en
jalousie	Venetian blind	en
jam	already, at once, right away, just now, a moment ago, indeed, surely	en
jammais	ever, at any time	en
Jammais!	Never!	en
Jano	Janus	en
januario	January	en
Japhet	Japheth	en
japhetic	Japhetic	en
Japon	Japan	en
japonese	Japanese (Japanese language, native of Japan)	en
jardin	garden	en
jardin botanic	botanical garden	en
jardin zoologic	zoo, zoological garden	en
jardinage	(art of) gardening	en
jardinar	to garden	en
jardineria	gardening, gardener’s trade or business	en
jardinero	gardener	en
jardiniera	ornamental flower stand, jardiniere	en
jargon	jargon	en
jargonar	to jargon	en
jarra	(large earthenware) jar	en
jasmin	jasmine, jessamine	en
jazz	jazz	en
jectar	to throw	en
jectar le ancora	to drop anchor	en
jectar margaritas ante porcos	to cast pearls before swine	en
jectar oleo super le foco	to add fuel to the fire	en
jectar pulvere in le oculos de un persona	to throw dust in someone’s eyes	en
jectar un ponte	to throw a bridge	en
jectar via	to throw away	en
jectata	pier, mole, jetty	en
Jehovah	Jehovah	en
jejun	empty-stomached	en
jejunar	to fast	en
jejuno	fast, fasting	en
jelose	jealous	en
jelose del libertate	jealous of one’s liberty	en
jelosia	jealousy	en
jentaculo	breakfast	en
jentar	to breakfast, have breakfast	en
Jeremia	Jeremiah, Jeremy	en
jeremiade	jeremiad	en
Jericho	Jericho	en
Jerusalem	Jerusalem	en
jesuita	Jesuit, crafty	en
jesuitic	Jesuit, crafty	en
jesuitismo	Jesuitism, Jesuitry	en
Jesus	Jesus	en
jiga	jig	en
jigar	to jig	en
jocar	to play, gamble, act	en
jocar a cartas	to play cards	en
jocar a damas	to play checkers	en
jocar al biliardo	to play billiards	en
jocar al bollas	to play bowls, bowl	en
jocar con le foco	to play with fire	en
jocar le mesme rolo de	to play the same role as	en
jocator	player, participant in a game, gambler	en
jocatores inequal	unequal players, unmatched players	en
jockey	jockey	en
joco	play, game, gambling, game, joke, jest	en
joco de bollas	game of bowls	en
joco de damas	(game of) checkers	en
joco de parolas	play on words	en
joco de societate	parlor game	en
jocos olympic	Olympian games, Olympic games	en
jocose	playful, jocose	en
jocular	jocular; to juggle, perform the tricks of a juggler	en
joculator	juggler, prestidigitator	en
joculeria	jugglery, skill or act of a juggler	en
joculo	little joke or jest, toy, plaything	en
Johanna	Joan	en
Johannes	John	en
johannita	knight of St. John	en
John Smith filio	John Smith junior	en
John Smith patre	John Smith senior	en
joiel	jewel	en
joieleria	jeweler’s shop	en
joielero	jeweler	en
joieles	jewelry	en
Jonas	Jonah, Jonas	en
jornal	diary, journal, newspaper, periodical	en
jornalismo	journalism	en
jornalista	journalist	en
jornalistic	journalistic	en
jornata	day’s journey	en
jorno	day	en
Joseph	Joseph	en
Josephina	Josephine	en
Josue	Joshua	en
joule	joule	en
Jove	Jove, Jupiter	en
jovedi	Thursday	en
jovial	jovial	en
jovialitate	joviality	en
jubilante	jubilant, exultant	en
jubilar	to rejoice, jubilate	en
jubilari	jubilee, of jubilee	en
jubilation	jubilation, rejoicing	en
jubilator	rejoicer, one who rejoices	en
jubileo	jubilee	en
jubilo	exultant joy, jubilee	en
Juda	Judah, Judas, Jude	en
judaic	Judaic	en
judaisar	to Judaize	en
judaismo	Judaism	en
judaista	Judaist, Judaizer	en
Judea	Judea	en
judee	Jewish	en
judeo	Jew	en
judeochristian	Judeo-Christian	en
judeoespaniol	Judeo-Spanish, Ladino	en
judeogerman	Judeo-German, Yiddish	en
judeogermano	Judeo-German, Yiddish	en
judicamento	judgment, action of judging, sentence	en
judicar	to judge	en
judicative	judicative	en
judicator	judger	en
judicatori	judicatory	en
judicatura	judicature	en
judice	judge	en
judice instructor	examining magistrate	en
judicial	judicial	en
judiciari	judicial, judiciary	en
judicio	judgment, sentence, opinion, tribunal, trial	en
judicio de deo	god’s judgement	en
judicio executori	enforceable judgment	en
judicio per juratos	trial by jury	en
judicio ultime	Last Judgment	en
judiciose	judicious	en
jugo	yoke, frame for coupling animals, servitude, bondage	en
jugular	jugular; to cut the throat of (someone), jugulate	en
jugulo	collarbone, throat, jugulum	en
jujube	jujube	en
jujutsu	jujitsu	en
Julia	Julia	en
julian	Julian	en
Juliano	Julian	en
Julietta	Juliet	en
julio	July, Julius	en
juncte	joined, joint, attached	en
junction	junction	en
junctura	juncture	en
junger	to join, bring or put together	en
jungla	jungle	en
junio	June	en
junior	junior, younger	en
junipero	juniper	en
junker	Junker	en
Jupiter	Jupiter	en
juramento	oath	en
juramento hippocratic	Hippocratic oath	en
jurar	to swear, take an oath	en
jurato	juryman, juror	en
juratori	juratory	en
juratos	jury	en
jure	right, law	en
juridic	juridical	en
jurisconsulto	jurist, jurisconsult	en
jurisdiction	jurisdiction	en
jurisdictional	jurisdictional	en
jurisprudente	jurisprudent	en
jurisprudentia	jurisprudence	en
jurisprudential	jurisprudential	en
jurista	jurist	en
jury	jury	en
juste	just, equitable, fair, exact, accurate, right	en
justessa	exactness, accuracy	en
justificabile	justifiable	en
justificar	to justify	en
justificate	justified, justifiable	en
justification	justification	en
justificative	justificative, justificatory	en
justificator	justifier	en
justitia	justice	en
justitia de deo	god’s justice	en
justo	just, exactly	en
justo in ille momento	at that very moment	en
justo ora	just now, right now	en
jute	jute	en
juvar	to aid, help	en
juvene	young	en
juvenil	juvenile, youthful	en
juvenilitate	juvenility, youthfulness	en
