@rowCount	3392
w	d	n	t	s	q	g	r	v	b
ei'e	{ei'e} - irrealis attitudinal: competence (ja'ai)\n{ei'enai} - incompetence (nai)	Meaning identical to the old meaning of {e'e}	experimental cmavo	UI1	LNNPPNPOQLTOUONNONLOOTNQOPOLQPOPPORRNQPOOMNKRPLNOOGOQOOONOMORRRRRPOJOQNONROLSQOONSNNMNOLPPNPQPQMNNLNNRLRKNMKNPOJPMNVKQONQONNPLMOPQJPLMMPMPNRJPRTQMORQTPMOQSQJPRPLPNMNPPPLPMPQLPLNQNPTLOJNSNQOMLTOONLROOPPQNIMKQOLRONQNSRSORONPMOTNLRONSQMNLLNROOOMLPTONLKQSMILPNJQONMMJNMOJONOLMQLSMRNPPRLOOSMQRNRSSSRQNOLMOKQPMOLMPOROSSLRNJOOOOMLMONMPQPOONNRQQVPQTRKMNNKSJNQORLNNRNNJOROPPNNPNLNQLPQNQLLOUQQM
ei'i	{ei'i} - irrealis attitudinal: constraint (ja'ai)\n{ei'icu'i} - independence (cu'i)\n{ei'inai} - resistance against constraint (nai)	Meaning identical to the old meaning of {e'i}	experimental cmavo	UI1	JOOPROQNRNUKWNNLNMJQMPNQOOROROMPNRQPKMNNNOSMQPLOLPLPOQQOMNNORQOQQPONOSOOLPPMVPOOMSSOPJPLTQPPRRSMNNLORQNULLMILORMQLJRMPRKONLNNLLONPLKMLJQKPMSKPRQROPOPPPNNPPLJOQPOPMNNPOQKPQORMONMOJPRMQHMQMTNLPTNQKLSPMPOQPNPLRPGQNPLNROSLQNMOQOQOLMOKQORQOMLRROLPLQQPOJOPRNKONNIQMPNNKOOPNPOQMLPKROTNOMPNOMSMPQMQRQRONQPNLNOORKONOQNPQSTPONKPOONKJLROOLPQRRQNMSPQPOQSMNNOMSMMQNOMMRQONJLOOQPQMPOLLQNOPOONOOUOPK
menryjinvi	$x_1$ considers/opines $x_2$ to be among $x_3$	See also {menre}, {jinvi}, {kancu}.	lujvo		PMQSQMUMSMTMTQQROLPPQQSNOONNTRMWNRQPQKSRNOQMPNONKPMQKRRMLLKNOSMLMSNNNSOPPQKOSKOKLNOLQNKLMPONSSRKOPJPOSLOJOONOPOKQMMOOPPNOTONRMPOPNRMLQLQLOMQLSSMNPOQMMMNIPPNMQNQOQMRNPOMOONQPRLMNQPMQRPILRORRMOOPSMOPQMRPROMPPNQOKOPPSRLQNLMMLLOLPMMPIRMQOINPOPMOOOTOLNPNTQLRLPPOMMRNLLPMKMTNNPOLLMRPMQONKQLRTQPONOOPNNPIMMOLMNQKKPOKLQQMQPPMOOOLMQOOOQPRQQPLQLNOQMQOOPKMOMQNPTNMMOKONOKNLMVQNOOQKONPNOQOPOLTOTO	count		menre;jinvi
menseigau	$x_1$ distinguishes / differentiates / discriminates between $x_2$ and $x_3$	Neutral sense of "discriminate". See {terdrata}, {ficpei}	lujvo		NMPNRLTLRMWKQSSOPOLRQRMQNPSQSNMPNQPRRLRNLLNLQSOPLMOPKOPRNONMLOSNNPNLSQNSQOMMTPMKKRPRPQJNLPPPQQNOOPQPOOIPPLNKQMPKONNQNORNPNOOSOQOQONMLNLPJURRKNQQLOKQNRNSMNPPPPMOORMSMRMLPLPMQQLKMMOPTPQIMQNSNNQMOMJOOONQROPJMPQOKNOLLOTNPNLPOOOOMTMPKMRTMOLNLOKPOPOUNOKOMQQNPOOOLMKJLMPPNMNQQPPMMNQNPMOPQMNPQPMTKNROVPOQMHNMMNORPNPNLPMQPMNOJMMOLMNKKONPRNPOINPONRPRPONQPNKNLNQPNNRNNMRSPLMRPMUMMORQNLOQQQPORSPM	differentiate;discriminate;distinguish;tell apart		menli;sepli;gasnu
menseigauka'e	$x_1$=$k_1$ is able to distinguish between $x_2$=$ms_1$ and $x_3$=$ms_2$ under conditions $x_4$=$k_3$		lujvo		NORQOMQLUMUKVQTNQMLPQNLPNRONVQMRKSPQPLQOLKPLOTMPLLMOKMRQMOMLMNQONPLNPRNPNQNQWOORIOPOPPLMONONPQQMPSNMPNOOOLPKQKOKTMMPMPNLOMPNQMPOKMNLLOLQNPPQJROOMQONNLLQNPRNNOONNQLQOQNNMONNQMOKKJPRRQRLOQJSNMPOOOMPPNQPQROIOQQOKOPNMQSLNMMOOQPOLSLMKMVNOOMNIOMRMQNTMPJQNRQQOPOMLNKKOLPOOMRTOMPMPKSOQQQPLNNPOMORKPPOQMROLLNPNMOPMOMNJOORMPOOLMOONNRHMOPLQMROKNNNONQTPOLQOPLRNPRPQMROPPQPOMKRQRSMMNPQOLNNOSQQSTSN			menli;sepli;gasnu;kakne
menseika'e	$x_1$=$k_1$ is able to distinguish between $x_2$=$ms_1$ and $x_3$=$ms_2$ under conditions $x_4$=$k_3$		lujvo		OORPPNRKSMTJURSNRMLPROKONQOOUPNQKRQROKQNLKOLPSNQKLNPKLRRNOMLLNQNNPLNRRNQOQNQVOORHNPPPPKNNNONPQPLQROMONNOPLOJQKOKSMNOMPOMQMPNRNQOLMNLMOMPNQQQJQPPMQONNNMRMORONONNNQLQOPMLNOONQNNLKKPQRPQLORKSMOQNONLPONQPPPPHPPQNKOQNMQSLNMMOPQQOKSMMKNUONOMNJNLSMQOUNPJPMRQPPPPMKOKKNLPPOMOSPLRLQLSOQPPPLLNPPMOSLNOORNQOLKPPNNNPMPMOKOOPNPPPKMNONMQGLOPMQMRPKNONNOPTPNLQOOKQNRRPPMSNOPQOPLJSRPSLMOOQOLNOOSQPSTSN	Distinguishable		menli;sepli;kakne
menske	$s_1$ (mass of facts) is mental science/psychology about subject matter $s_2$ based on methodology $s_3$.	Cf. {menli}, {saske}, {bi'armenske}, {menmikce}.	lujvo		QNNUPOROSRVMRPQPPOORQPOPNRMMRPNVRNQQMNPRMMSLQSLOLPLSKQRLQOLOPQNPRRLNPQRMOSRMPOSPMONOPOLPLQNLOTPOKPPMPSLRMKOMRMMMMLQLQONKPRLNPMMONLPNKOOOPPORLQNMMSMNLRPOOROOKPPQLMKKONPNNPMNNRPJOMOMSOQNNRLNPNPPQMKOPPOSPOPLQNJSMMMKMVQLOKLNPQJOJSNOONOMOPJKMMPOMOISOQKLOOPMQOOMONNMQMNNNOOOMOOOOPPMMNPOKLKPPNMQKSLPONPTOPMONMQQOKONMLPTKMHMKPMONKSNPRMPOQOOKPNLROQNUPONQQMTLOQQMOQNQNQMPNOUQRKQOPQSKOPSPPKLUTQN	psychology		menli;saske
menskeplitcica	$x_1$ uses reverse-psychology/psychologically-based trick $x_2$ (abstraction; instance or idea of the trick) against $x_3$ in order to effect $x_4$.	$x_2$ need not be 'reverse'.	lujvo		NNSRNLQNQOUMSOQOONOQPMNPOPNMPQORNPJQMPPQHLPLOQKPMOMSMRPOPRMNQQOONOKNPRQKNPPORPNOPPQPPPJNORONQQOKMOLNORLPPKPMRKONRLPOLOMMORNOPMNOPQPLMMONNRSSJSMSKPNMOQOLMQQOOQNPNLMMOMOQLOMNPQOKLKPPPPPMQPLQOMMOKKPMMPMQMOPKQOQQLLOMPQUKNMLMQRNOKRKQLMUOQMKJNQRMQPJRNQLONOTQSMNQRQMPJLNKPLOONOKNPMRLPPPMOLOSOOSQHRNPQMQXPNOQIOPOLLOPLMLUKOLLNQROLMUONRQNPJMRNQLOOQSPQOPMNRMRMMQMPQOQQLQOROMRNOSOOPSNMLRRNQKQSUQO	psychological trick;reverse psychology;reverse-psychology		menli;saske;pilno;tcica
mensku	$x1$=$m2$=$c1$ thinks/[mentally says to oneself] $x2$=$c2$ (sedu'u/text/lu'e concept)		lujvo		MLSPNKVPSJTLTNRSOMMPQPOPPRNNRUOROQOQNKOLKLPMORNOKNJRLPRPOSOOOOTMPNMOLPPMLPPOSMQSLRPOOPNPNQPMNQPPMPJOQTLOLNTNNKMHNMNQOPOPMPNRQJPOQQQMMOMNKNOMKROQLLNMORORPNQMMQLQNQMNQSMPPPMNMPNLNMNPSPQJMSMOPLOMOLOQQNMPQPJJNPQRPMLLPRQNNMMOROIOORNOMLUPQOILOQPMPOKOMMMONQSROLMNLQNNMLOLQNOPOMKNNNQMNNOONOKPOMPRKORRNLSQMLPNLPONLMLNOKNUMNMQNRNOMMQPSRPLRORMJMMMNRSPSNMRMPOTKOQMRLPLQNQRSNOQQRONPNSQLQRPQTOMVUPO	thinks		menli;cusku
menxai	$x_1$ psychologically harms/traumatizes $x_2$ in aspect/property $x_3$ resulting in trauma $x_4$	cf. {menli} {xrani}	lujvo		QRRTRRQQRQVLQQQLPRKWOQOOOPNORQNROPRQPOOMLKOONOOPNMKRNRRPOONNPTNOPPQMOSQKONOPPOOPPPROKQNLPRMMTSPNJLMLNRLRNILJNMOKNHPPMNPOQLMPMHNORMLKNOLMPQPOMQOSJPLQNSOOLMPOKQMPONNQLPLOMOMPQOLLJMOQQOMNOOMOOKPNOIPKNLISQPMKPONOLMROQSPMLONLPPMOOMINMKOPPOJKMRMOONKNQMOPONPOOPPQMSNOSJOKQOLRQNPLOOPOPNSNSJLOOSNTNPKOOOOSLNKQMQOPOLOQNKRSMMMNLONONOKNNPQRQONRMSLMQOOOQPQMPQLQKPSOMPLRTNONRORTSLQPOORSMOOQRQQLTSRN			menli;xrani
menynunda'a	$n_1$ is psychological warfare on the part of $d_1$.		lujvo		PQPRNORKROULUPRPNKOPNQRQOPOOPRNPORPQRNMQJKSNOQKOLLNPMOQMNQOQNTPRPOOOLPPNPPNORNQOQSPQPNMMRSMNRWNNOQJQPOIOMNOMMLMMKIOQMNLPRNLPQLMOQLMOMONMMQMSLPROKUMOOPNOQRPPNRMPMMMPNNNRNQKOOOMJKLMOOPRMOOLNNMOPOIMNNLNQSMOKRPONNOPQQPQHLRIKQPLOOQMNNNSPMQILMPRKSPLQQPLMPNPPPOQNNMPPQKNMPNLQMQOKONQMONMOIMLORNNPLROSQPORLQOLIMPRNLMONORWMOMLMQOOMMSNNRPLRQQRNOKMRNPOPQOMMRLQLRSMNOQRQLQNOPTTQRNMPMRPLOORSQLPRQPP	psychological warfare;warfare		menli;nu;damba
menytcaci	$t_1$ is the psychological disposition of $t_2$=$m_2$.	Cf. {tcaci}, {seltra}, {selzu'e}, {selpre}.	lujvo		RORSPPSNTMUMSNSQOMPUMSOPOQNMTRNRORQRNOROLLTLOPMNLMNSMRPONNLNLQOONQNMQPNKKNOOVMOOPTNOKOMONRONQTLNNOMOQRKPNLNLNLLKMJNRJNPPROPQOKNOONNONPNMPNNPIQOQHTNRNOOPMPPQIRMOPLLMMRONNPKPMOMKLLPPTQNKOOLOOOMKPKMLMNNQRMQLPPROMOONQQQKPQMLROLONRKLKNTRMPJLNRONSSMQQOMPMPRNMOPQLONJLNNOPLORQPOMQQQNRPPLMMOOONNMLPOQPOQPNLMPINQPKNOLLLOTNMMNJONONLOLNSPMSMPOKPLNQOQORPPLMQNPLNTPOMQQQLTTRPNTPOQROOROLNPPORMMTTRP	disposition		menli;tcaci
menzda	$x_1$=$z_1$ is a brainhouse of $x_2$=$z_2$=$m_2$	a place that serves as a home, that exists in someone's mind	lujvo		RMQNLMSKSLTLTKTNNKNROONRPTOMQSQPMQSTPNPOMKSMOUMMMKNSLQRROPLOQQTNPNKPPOPOPPMLRMSQMTOQMPMQNPPKOPOMMOLNPQNNNNOQOJLIONMQNMOKPNNMSJNOPONLNONRMRSMKTMRKPMNNQMSMLOOLPNNMOHNPNLNNPOQOQNMPLONQSOJPQPMOLNPRLQQPPQNSPNLNNNQQNOOQRSLMNKNSNIOLPMOOMRNOPHLQRQMQOMTOOMPPQRQPMLNLPMOMLINQLNTOQKOOQOPOMOPMNNPQMOUIPMROOLQNNOQNOSNMMONPKOUMMMMKPMOONQLOLUOSQRNKOLOOOPPTOOOMONTLMROOPPNONPONJMPOORPNNQRNLROPQOPRVPO	brainhouse		menli;zdani
menzdapla	$x_1$=$z_2$=$m_2$=$p_1$ designs their brainhouse $x_2$=$z_1$=$p_2$; $x_1$ conhouses	Cf. {menzda}; 'brainhouse', an imaginary place in someone's mind that feels like home. Conhousing is the activity of designing a brainhouse; deciding and planning out its details.	lujvo		QOOOMJRKQNSKUMPNNLOSMOMQSSNNQSOPMQRTNPPPKNRMNULOLLLQMRRQOOKOPQSNNNMRQPRPQMNOOLRMMSONNOLQNPNMLNMOMQMONPPMLKQPOMOIQOOTNNSMQOOLQMOOPOMQPNNRMPVOJTNOLQMONQMRNLLOLQOQLOGOONKONPONMRQLNLPOQROJPNRPONKPQJPRQQOOPQMMNOLORPOOPRSNNMKOSNJOLNLNNNQKPMJKQTQJNNNRQNNMOQQOQPKNNRMOMMKMPMNSNPKMNQQPMIOPMNPPOMNTJQNSPNLSOPPONQRQNMNOQLNUMLMONPOOMMRMOMTNRQQNNQKQNOPPRPNPNQLQJOOOQPPNOPNNQLNPQPSPPPPQRNRORRPORWQP	conhousing		menli;zdani;platu
menzi'u	$z_1$ is purple (mental combination of red and blue) [color adjective].	Created to distinguish between purple as a mental construct and violet as a place on the physical color spectrum. See {gusyzi'u}.	lujvo		OKPPNPVITNSPUNQTOIKPONNPPSPMQSNMOPPPNOPOJLQNNROMLKPRLNORNNLNNRRNMPLNNPPONRONUPOONROSQSMOKRNQORPNSNRNSQMOMLMNQLQKNMKTKOMQPPKPPLKORQQNOQLKLPROHQNQLPLQMSMOLPPROPORNPJKNOPRQOJRONQKMLMNTPQLORNOMMSNOLKORNQPUMRKPPOQNOMLLPTMKMLMOJLOLRNQOKRQOQMPKTOPPRKSMNRQNRPMQNNQNNPLPMMOOIPQQMMNNMQNQRRLLPNUMMOSKOPPPNMQNQSMMNOSMNPNLKOUNJNPJNPOPLOMPOQNQQQMMNMNMPSSQQNNNOMOLNRPOOKMOOPNQMLQPNNONONSNLNONSMMQSNM	purple		menli;zirpu
merbau	$m_1$=$b_1$ is the American English language used by $b_2$ to express/communicate $b_3$ (si'o/du'u, not quote).	Cf. {ritybau}, {gliglibau}, {glibau}, {bangenugu}, {bangu}, {merko}, {glico},	lujvo		OMSQOLSLULSNTMQPQOMNSRNSRPMNTSMOPONRQIOPKKRNPRMQMPORNQTOOSOOMPTQKOLPLPLNOQMMXOQTLQMOLQMPQMLOMQPMQPMNRRLPMNONPMPIONNOMNLOLPKPPKQONRQKJMPPKNUMKRNQNOONMPOSNOONMONOONLJPROPMOMNMNNLNHONNRQJMNKOOLQQNLNSPPPNQRPMRQSRKMNLOPQPNLLMNNMOOTONJMRPPNHMOOPNQPMTNKMNOMOORONPNRKNONOLQKNROOJKMMRMPOOPMNOLPMNQIPRQOMQQMMMOMNOSOOMONMQSMPKOJRNONNPKMOOOTOQKNKMNOQTPQOMQNQOQLJQMOMOPRLRSPPNPPSPONNRNMMOQPRRLRTSM	American English		merko;bangu
merfei	$f_1$ is worth $f_2$=$m_1$ US cents.	Cf. {fepni}, {merko}, {jdini}	lujvo		OONOOLRRSORJTQQPOPLQNMOQQPNMSQJSNPOOUNQQLKSMNQMSORSQMNRPPPNNJQQNPMMMLPQMNQMOXLNQLORMNOQMPMRRPQPPLPJMRQOLMNPPPNPMNNNMOMNJPNMPJIROJSPIKPNTLLPRKNMNOMONNMPPOQPPOOPQOMJPQQPRLONOORPMMHOOMOOJPNLMPNQPJPOQNPNPROPKTNRQKOQNTNQMOMMMSNKOJRMUNJQRQOIMKPSPORKQNNNRMSPLQONKMNLLOJOQPLNROJROOLSNQPLRNPRMMPPSMPRRNMPSNKKRPNSQOPNMNMRSNPKQNMOOMMOPOOOMNQQMKNLOOQPTRSOMLQPRLLNNNPQNPOPOOLKRPNNQOMPOOMQOMQNPPLQO	cent;US cent		merko;fepni
mergu'e	$m_1$=$g_1$ is the United States of America.	Cf. {merko}, {gugde}, {gugde'usu}.	lujvo		PMQPOLSLSNTMVMOPOLMQQOOTNRNMQRLNPPQPRLPOLJSOOULQNQSSMMTRNNLOMQTQOONONMOONTNMUPOROPOONPJNNOLMRRNMQQJNSSMOOMMPPLPLMNMPLNOLMNMNOJOONQRMIONRJPSMHRPPMPMPNOMPOPNQLPPPNOKLQONNONMPRPNNPKRPQPRJNQMOLLOQLMNQPQPNUSPPQPOPHQPNQRSJNOINPOKOLPMMNKSROOMMLQPPSOKTMJMMNOPOSKNPMPKOMMOLPLNTPPLNKMNMQOOQLNQNMPLQJNQRQNPQJMOOMMQNMNKQMNQRNQLQJMNOONOMOPNNSOPMMKMKMTQSPQOMMPQNLKONNPNMQMROOPNROOPQOPOPMKQRQOQNSRRO	America;United States of America;USA		merko;gugde
merja'a	$m_1$=$j_1$ is a president of the United States of America.	Cf. {merko}, {jatna}, {nolraitru}	lujvo		MNQONMTMRNSNUMPQMNKQRPLQMQNLPROKOOOORNPMNKRONSKQOORSNQSONNNNMQTPNMMMNOOPNSLNWRORNRNQNQJMNONNRRNNQNIPPQNONPNNOMQJNMMNLMKLMNMOOJQOLRSMKQOPLPPOHSOOMPMPONOQRPOQLPOPMNKKQPONONPRNNONPJPQQOOGOQKNOLMSKLLQPQQNUPQOQPOPHPSNQRSMOPIOQPJOJRPNPMROOLMMMRROSOKSLMMNNMRNRMMPMPMOOKPOSKPTPOJNKMNOQPQPLNQQMMNOIOPSQOPOLNNNLLROMNLLNNRPNOMOLLNOPOQLOPNKUMRLNJPMMSSRPQNNPPQQKNOOLOQPPLSOOQMQMPRRPPOQOJPQSPPLSSRO	POTUS;president of the US;United States president;US president		merko;jatna
merje'a	$j_1$=$m_1$ is the United State of America as a state.	A U.S. state, or any part of a federation is referred to as {gugypau}. Cf. {merko}, {jecta}, {bemro}.	lujvo		PLPQONRKRMPMUNOOOKNRSOMRORMLQSLOQQQORMNOLKTQOTNQNPQTLRSRPOJNLPTQOPLONMMMOSPLSOSRNPPOOOLMOPKMSRONRPMOQQMOLOMQQNQMLLLOMMPMKMKLPKMOMPPMIOPNIQTQKSQNNPNPNRMOPPMQLPOPNQMJQONMOMNRPPONOJRNRLQKNQLNLKNPLMNRPPOPTTQPTPLPHOLPPRQNNLJOQQMOMOLMMJUROMLNOQNQQOMTMKOMNPONQNONNQILNLNMOKMVPRNNKNMOQQOPKPQOOPMTKPNOPOQRKOPNNLQSMNKPOMRSNPMPKONOOOOKNROLSNPMNJMLPTQSPQNOLOTPNNOONONOPJTOOQNRPOOQPNPPKLPRPPQMPQRO			merko;jecta
merjinme	$x_1$ is a quantity of/contains/is made of americium [Am]		lujvo		POPSPMUOSORJSPMOTMMQRPRRSUMLTRLRSPPROLOOLNSPPRNOOOKQIQOOMOLPQORONPKOMQSPNRMRTLPQKPPMPSPOMLNOPORPQRPNRRMOHLOPQOOJNKNPROOPNOOMSMOONONOJQNOMNNRJQQOPNPMJQNQLNPNLMQQLRLQLPOMNPQMPMLNNKQRSOPMOUOSKOPUKOKSRQRNRUOMRNOPLMNNMRRLRPKMJNKONRPNKKPOQLPMLMKQRPPPKQNNNPQLONOLMNLMQMNOPOPVQKQNOOPIQORQLNLMPOPLMONQNOPPMNNMNNPMNOMNOPPQNNMOKPROPLNHPQRMOQPNHNLMNPNOROQOMOOLLQPOQNOMRNONPLMQONKONNPMPMONPROJSMWM			merko;jinme
merkadno	$m_1$=$k_1$ reflects angloamerican culture/nationality/geography/language in aspect $m_1$=$k_1$.	Pertaining to the United States and Canada. Cf. {merko}, {kadno}, {bemro}, {bemjoitco}	lujvo		RLRPOLQJRLSKSLNQOOMROLPUQOPORUNQNPNROMPOKMQPORMSJRRSMNUPNMNPNOVPLOMOOMPNPQNLRMLRORPNNNMONPNPQSPLUOMLPPLSMJLMOKSJKPOOOONLLQLNPKPOOPOMKMOQNNURJSNRMOLQLNMQMMMPINNOOPNKSPNRNMMNQOPMLNQNROOLNPMNNJRMPMOPPPONUTRRPOQQJPOLPRSMQMJNMNMONOLMNKQTPNMNMSONORKUNJMNLPPMRNPQQOKPOMNPPMNTORMMLORORQROQMNNNPPQKPPOSMOQLKMPNKQPMMOQONOSOOMNHMNOLPNMMROQRPONMMLMMRRQPPNNNNOOOKPMNPNNPLQOPOMQQNNRNPROJLPSOQTMPRRL	angloamerican;Canadian-US;US-Canadian		merko;kadno
merklu	$k_1$=$m_1$ is US culture.	Cf. {merko}, {kulnu}, {bemro}, {steito}	lujvo		QNOPNKQKSNWKUNOONNMQONQSOQPOTQMSPOOSRMOQKKRNOVKSMQPUNNUQNONOKOSQNNMOONNMPTLOULNQPPRMNRJNMPMNQQNNQQKNRSOQNLPOPMQMJMPNNMNLNOMNOKPOOOQKLOOPKMTNIPPPLPNPMMPOOONQLOPPOPMLQPNPONKOPQRKMIROROQLQPMOLLPQNNNPPOPORSPPSPQPIPONOSSMOOKLPPLOMPMOOLSTPNLLLQQOTPLSNOJOKROOPNQNPPLOMMNNPNLVPQMLKLNLPNPQNNONONNOJPSSPNOQKMMPMLROLLKOMOPSOPLMINOONNONOQOOSONONMMLNRQRRQOMMNNPLKOMMPOMPLQOPNOSNRORMPPNLLPOQRRLQRTN	US culture		merko;kulnu
mertru	$t_1$ is a government of the United States of America.	Cf. {merko}, {turni}, {merja'a}	lujvo		MMQPNMSKROSNTKPRNNMQRQLRNQKLPPMNOPQQSKPOLLTNNSNOMNRRNQSPNNKLMRRONPLLPLOMOSMKURQPOQPTMOHMMQMORRMNSNKQPQNOOONOQMPMMNNMKPNMOOLKPKOONQQNJQMQIQRMJPQNLPNQOQOORQPQMQQQNMLKQPPNPONQPQNMQLROPORJNRNOOKNSLMMQQOPNUROOROLPJOSNRRSKPNFMQPLOMPNMOLROPOLKNRSORLLSMLLOOOMMTMNNMPKNNLNNPJNTNQKOJLLMOOPQMPQONPMQLPOPTMRPJPNONMQPOOMNNOSRNPLOMOPOQNPLOOPMRMQOLLMMOSRROOOLMQRPMPONLPOOQKTLQQORNNQORNNNNLOQPQOLRQUO	US government		merko;turni
meryru'u	$r_1$=$m_1$ is $r_2$ US dollars.	Cf. {merko}, {rupnu}, {jdini}, {merfei}	lujvo		PPORMLSOTNTKTNPPPQLSQOMRQQNMSRKPMPROSMQQLIRLMSMSOQRQMPURQPONKSROONLMMPPNPQMOYNRRMNPOPPLMNMPMPRQNPQKORQPOMNPPQMNLMMLNNMOMOPMNMJPOKOPJJQMSJOPOJSPNNOPOMMOQNQOQPPNPONKNRONOMOMPPSPKOIQQMNOHONLMLNRPKOPRNQMPUSPNUOQPIORQPRQKONJMPOMOKSNPMLSSROJLJORPQOMRMMMONQQMQQOLNQJPMKNMPMNTPLONMKPMONLRNMPNOONSJPPPQMOQMLMPNOSPONMOKMRSLNJQMNMOMOPNONOLRPRLKKKNORPRQRNMNPOSLLNOMOPOQORNNMKQPPOQOLQPOLPOOPNNQNSP	US dollar		merko;rupnu
meryru'ubu'i	$x_1$ is a dollar sign		lujvo		PPPRNMROTNULSQSNNPMQNOLPQOPLRTKPMPQPUOROLIRLMSLROPRNLOSQPNOOMTPNNNLLLPPMPNNNXOQPLKNNPROMQNPOOQPNRRLPRRQPPLPNSLNLONLNNLOMONLPMLPOLQOHNQNRLOPOKUPPKNMNMLOQMQPQOOOPQOLNPOQPNPKOPSQJOHNQLOOHOPKMLPSRKQNQPPNPTPOMRORSKPRQSPPKOLKMPNLOKROPLKRQPNJNKQQMROMQNPPQLQSLNPNOOOLMMKNPOKQTOOQONNPMRNLRMMQOMPPQLPPPOOORMOKPOOSONNLNLLLTMNLQMNLOMPQMNPPLRPRMIMKMOOOQPQMMNPQXKLOOPNRPPNSNPNKROQPQOLQPQLOOPPPMSMON	dollar sign		merko;rupnu;bu
metnidytcika	$x_1$ (number) is the second/second notation of the minute, of event/state $x_2$, in system $x_3$.	{cacra} zei {mentu} zei {tcika}. As default, the number $x_1$ is counted from the first second of the minute. See {ti'u'i} for BAI. ex.) li voxa cu metnidytcika lo nu samymri ti mi kei u'y ty cy (This was e-mailed to me at 46 seconds past the minute UTC.)	lujvo		NMPPOQTPXLTMROPMOLNNROMPRNNPURLRQOPOPKOPNIRNOTNPJRPSNPSQNPNNMRQMONMLNPQQPPMKROQMPPQONOPSPNPSPSPPQSNOOQKQOLONNORJNKOQOOQNMOJLOQQOMQMMMNMOLPNMLPNMRNLLMPMQRTNLMPPOLMOLPPNNNPMNMNPNQJPQQPQKQPLPPNTPOMNOSPOMSOOMWMNRMMNNQPQNMLLNROHOMSOPLKPOOPOPNNONRNMRQLLNNRSLPLMKNPMKPLMNOLPSMRPMJKQNOSQPMMPPPNPPKRMNONQTIQGMNQRPNONNKMSSOLKRLQLOMLOKOONORORMMKPPRMPORRQMLPQUMKNONOOPOLSNRKLRMOMLONOOOOOSONOMQTMJ	second of the minute		mentu;snidu;tcika
mexri'osanso	$s_1$  is a mexican salsa verde  [sauce] for use with $s_2$, containing ingredient(s) including $s_3$.		lujvo		ILNPNNSLTIWNSNOPPLNLORQRQOPPQNOPNNOOQIQQLKQOQNKONNMNOOROMNMTPQRPLMPPPOMMOTOPVMLNOSNOPTMNQPQOMPNOOKLPPPNLLOSPPNONLLKQRNOMLOIPNNNOPSNMOPNOJOOLHTQOMNMMOQNPMUNNNPONNOLMNNQXOPNRLMQPPJPPQQOONPNMOMNPMNMPSNMOQPQIMOUQNMOPNTRORQJRRLMOOQOQPIPNPKNMOJRSOQLSLNPNPQUOQPNKMNNPLLMPPLMUMRMONNROPPPONNMONNNMRPROPMSPLNJNJMPQNNMNOPNTOPMQMPROPLNOPNNMRPORNOKLORPQOROJOOOTOLOMOOPSPKOLQKMQKNOONQPKPNNQRPQNORRM	salsa verde		mexno;crino;sanso
mexru'u	$r_1$ is measured in mexican peso (MXN) as $r_2$ (quantity), in the Mexican monetary system $r_3$.		lujvo		OMQROKRPUKTLRPNLNOQSSONQQOPOQPNSRPMMSMNNJLTLQOPPLTRQNSSQOMMROVLNQOOLJPPNPOLNSMMOLQNMPRPPOOQROUQPNPRPSSOPMOQNRNNNNOLQLLRQNPHPQOPOLOSJKRNQOPNQLQOOLPQPNLMOPTMRNOPNRMLJSRKQOPOQLOPLRKOLMNNMLPLLMNSOOQNPQOLNRPQNQOQSJOPOPSPOQONOMNKOKUMRMMPQPNJLNMOSNQMSLOQPQOQLNOOIPOKMNLNPOOQRNQRKPMTMOOQRNQNMONNPMRPPROQRMNKPNNRQNONKLMNQPQKQJKOOLHMNNPPOQQRMKKMMPRNNNSOOQNLSMNOONLPRQPPNPIKOONMPPKSMOMOOONMNPQOK	peso		mexno;rupnu
mexybau	$m_1$=$b_1$ is the Mexican Spanish language used by $b_2$ to express/communicate $b_3$ (si'o/du'u, not quote).	from {mexno} {bangu} c.f. {sanbau}.	lujvo		MNSSOKTMULTMUNQPONOOSQNSRNMMRQLQQPMPRHNOILPOPONQMPNPNQSQNQPROQRQLNNQIQNNPQNNWNPRKPNNLRNOQNMQLQPNQPNNTQMPNOQLNNOJOOKQNMLOMPHPQLQOMSPKLMPPKORNKRNQLNPNNPMROROMLPMNQNMKQPNQNPMNLNNKMIMNNQQKLOLPPMRRNKNSSPONPPPLPQURKMNMPSQQLPMPOMMOPTPNLMQNPLILPNOPPOLSLMMOPMQOQPNMMQLNNNPMQKNQNQLJNLSKOOQNNNNMPNNPLQQQQMSRLMJPMNOSPNNPONOSNQLOJPNOMMOJOPNOTORLPLMMPRSPPOMPOPMSOKPMNKPQQMRQQQLOOQPOOMSMMNPQPQQMRVRL	Mexican Spanish		mexno;bangu
